EAN,ITEM SKU,PRODUCT NAME,BRAND NAME,REQUIRED PRICE TO AMAZON
888066008457,45443,Neroli Portofino,TOM FORD,360.9
3660732033157,45467,Sì,Giorgio Armani,146.37
737052825939,45505,Ice Touch Man 2014,Mexx,20.08
3474630652439,45597,Résistance Ciment Thermique,Kérastase,48.55
3401345935571,45621,Sensibio H2O,BIODERMA,22.99
3386460055901,45631,Repetto,Repetto,22.22
783320971068,46027,Man In Black,Bvlgari,108.48
5425017732457,46033,Gold,Cuba,14.1
3600531143459,46199,Lash Sensational,Maybelline,13.17
22548024324,46262,Tommy,Tommy Hilfiger,53.14
3386460018005,46353,Collection Extraordinaire Gardénia Pétale,Van Cleef & Arpels,104.4
3386460018050,46358,Collection Extraordinaire Bois d´Iris,Van Cleef & Arpels,104.01
3386460034951,46359,Collection Extraordinaire Precious Oud,Van Cleef & Arpels,105.31
888066023788,46372,Neroli Portofino,TOM FORD,141.34
888066024099,46374,Private Blend Oud Wood,TOM FORD,375.81
3386460059145,46579,Karl Lagerfeld For Her,Karl Lagerfeld,31.48
3386460059213,46580,Karl Lagerfeld For Him,Karl Lagerfeld,27.84
874034005689,46583,Classic Cool Cotton,Clean,56.39
8011607189007,46621,Foundation Brush,Pupa,27.23
8011607188970,46622,Maxi Powder Brush,Pupa,33.36
3473311934505,46708,Eau Tropicale,Sisley,103.2
3473311853110,46806,So Intense,Sisley,65.97
3473311845009,46818,Instant Perfect,Sisley,72.37
3359995800001,47016,Oligo Vitamin Antioxidant Cream,Orlane,44.04
3052503260518,47071,Rouge Edition Velvet,BOURJOIS Paris,10.51
3052503260815,47073,Rouge Edition Velvet,BOURJOIS Paris,11.92
3052503260914,47074,Rouge Edition Velvet,BOURJOIS Paris,10.43
3052503261010,47075,Rouge Edition Velvet,BOURJOIS Paris,11.92
3052503261119,47076,Rouge Edition Velvet,BOURJOIS Paris,11.92
3052503261218,47077,Rouge Edition Velvet,BOURJOIS Paris,10.71
3473311805539,47111,Phyto Teint Expert,Sisley,92.03
3473311536020,47122,Energizing Foaming Exfoliant,Sisley,98.55
4019674485217,47145,Rich Treatment,Artdeco,23.21
3473311420008,47155,Express Flower Gel Mask,Sisley,97.91
3473311615237,47368,Phyto-Cernes Eclat,Sisley,95.97
3473311426017,47448,Radiant Glow Express Mask,Sisley,91.95
8595562218373,47469,Boisé Vanillé,Montale,97.67
4008666212443,47497,Caffeine Liquid Hair Energizer,Alpecin,17.76
47400115514,47504,Sensor  Excel,Gillette,21.76
47400115507,47505,Sensor  Excel,Gillette,12.73
3414200755108,47509,Sport For Women,Jil Sander,13.56
8411061778296,47533,212 VIP Rosé,Carolina Herrera,79.66
4005808158072,47614,Creme,Nivea,13.96
8026247003132,47634,Vicolo Fiori,ETRO,79.24
3386460058759,47649,Emblem,Montblanc,48.21
27131799047,47896,DayWear Multi-Protection Anti-Oxidant Sheer Tint  SPF15,Estée Lauder,67.0
85956391,48067,16H Lip Colour,Dermacol,13.5
737052783451,48166,Pour Homme Intenso,Dolce&Gabbana,88.53
3600540304520,48247,Ambre Solaire Hydra 24H Protect  SPF30,Garnier,13.64
3600540305008,48251,Ambre Solaire Kids Protection Lotion SPF50+,Garnier,16.24
3600522892397,48253,Revitalift Filler HA,L'Oréal Paris,20.51
3600522892403,48254,Revitalift Filler HA,L'Oréal Paris,20.89
3605533286555,48386,La Vie Est Belle,Lancôme,131.48
633911630631,48390,CHI Thermal Styling Straight Guard,Farouk Systems,13.44
8595562214900,48493,Mad Madame,Juliette Has A Gun,77.75
3365440787971,48503,Black Opium,Yves Saint Laurent,133.64
3337871324001,48535,Deodorant Stress Resist  72H,Vichy,18.04
3365440124387,48613,Shocking,Yves Saint Laurent,55.84
8717774840016,48616,Narcotic Venus,Nasomatto,143.0
8717774840313,48617,Blamage,Nasomatto,141.78
8717774840023,48619,Silver Musk,Nasomatto,141.27
8717774840009,48621,Duro,Nasomatto,142.49
8717774840290,48622,Pardon,Nasomatto,143.21
8717774840047,48623,Absinth,Nasomatto,142.27
8717774840061,48624,Black Afgano,Nasomatto,158.92
888066039253,48842,Velvet Orchid,TOM FORD,106.98
3346470417182,48855,KissKiss,Guerlain,38.37
3346470418066,48863,KissKiss,Guerlain,38.37
3346470417304,48868,KissKiss,Guerlain,38.37
3346470417359,48870,KissKiss,Guerlain,38.37
8595562213538,48979,Voyage en Arabie Gold Intensitive Aoud,MANCERA,100.96
8595562213583,48980,Musk Of Flowers,MANCERA,100.68
8595562213552,48981,Roses Jasmine,MANCERA,99.38
8595562213590,48984,Wild Fruits,MANCERA,95.26
8595562213545,48986,Roseaoud & Musk,MANCERA,104.56
8595562213620,48989,Sand Aoud,MANCERA,90.01
8595562213637,48990,Roses Greedy,MANCERA,105.59
8595562213651,48991,Aoud Café,MANCERA,91.54
8595562213675,48993,Kumkat Wood,MANCERA,92.37
8595562213699,48995,Aoud Violet,MANCERA,92.37
8595562213712,48998,Line Aoud,MANCERA,100.8
3264680002014,49118,Huile Prodigieuse   Multi-Purpose Dry Oil,NUXE,24.22
3264680002021,49119,Huile Prodigieuse Or  Multi-Purpose Shimmering Dry Oil,NUXE,27.56
3264680002939,49120,Huile Prodigieuse Or  Multi-Purpose Shimmering Dry Oil,NUXE,36.43
5201314151005,49130,Original,STR8,12.73
5201314005735,49143,So Lovely,ELODE,10.57
3600550392043,49214,Extreme Nutrition Oil-based Rich Cream,Mixa,13.84
4015600167967,49230,System 2 Cleanser,Nioxin,18.45
4015600168131,49232,System 2 Scalp Treatment,Nioxin,26.99
4015600168292,49235,System 3 Scalp Revitaliser Conditioner,Nioxin,13.35
4015600169282,49237,System 3,Nioxin,26.39
4015600168711,49243,System 5 Cleanser,Nioxin,20.45
4015600168940,49247,System 6 Cleanser,Nioxin,20.91
3390150549793,49276,Perform Lift,PAYOT,72.53
3145891274509,49389,Allure Homme Edition Blanche,Chanel,118.16
3346470601253,49421,Super Aqua Serum,Guerlain,94.13
20714004569,49533,For Men Post Shave Soother,Clinique,43.72
3474630619944,49640,Color Last Conditioner,Biolage,19.23
3401345060150,49693,Nodé Non-Detergent Fluid Shampoo,BIODERMA,14.71
309975410068,49908,Colorstay Combination Oily Skin  SPF15,Revlon,11.6
309975410082,49911,Colorstay Combination Oily Skin  SPF15,Revlon,12.71
7640126195124,49951,Profi Whitening Trio  Soft,Swissdent,12.97
7640126195148,49952,Profi Whitening Trio  Soft,Swissdent,13.03
7640126191034,49954,Extreme Mouth Spray,Swissdent,11.74
3473311521033,49984,Phyto-Pate Moussante,Sisley,91.58
5013965382079,50019,2000 Calorie,Max Factor,11.92
3607342837911,50025,Reveal,Calvin Klein,57.97
3052503260310,50115,Rouge Edition Velvet,BOURJOIS Paris,11.92
737052783697,50142,Pour Homme Intenso,Dolce&Gabbana,54.11
3607342838031,50173,Reveal,Calvin Klein,29.28
3607347733508,50176,Paradiso,Roberto Cavalli,48.93
4005808432394,50186,Sun Protect & Bronze Sun Lotion  SPF20,Nivea,19.76
4084500779037,50250,Deep Moisture,Londa Professional,13.66
4015600136420,50267,Color Radiance,Londa Professional,13.64
4015600133191,50272,Color Radiance,Londa Professional,16.67
8011003823529,50635,Eros Pour Femme,Versace,87.36
8011003823536,50636,Eros Pour Femme,Versace,94.18
3605975062502,50648,Big Pony 2,Ralph Lauren,44.93
4020829005259,50930,Clarifying,Dr. Hauschka,26.91
42239598,50931,Lip Care   Stick SPF3,Dr. Hauschka,13.23
4020829008762,50932,Melissa,Dr. Hauschka,31.17
4020829005648,50933,Quince,Dr. Hauschka,28.87
4020829006027,50938,Soothing,Dr. Hauschka,30.41
3337871324599,50952,Antiperspirant   No White Marks & Yellow Stains,Vichy,19.88
3473311870117,51222,Phyto-Eye Twist,Sisley,51.92
3473311805553,51242,Phyto Teint Expert,Sisley,93.4
737052643823,51359,Christina Aguilera by Night,Christina Aguilera,15.29
3253581264089,51456,Verveine Shower Gel,L'Occitane,23.01
3253581264096,51463,Verveine,L'Occitane,34.69
3253581285886,51474,Shea Butter Lip Balm Stick,L'Occitane,13.44
3253581286128,51478,Cherry Blossom,L'Occitane,10.93
3253581267554,51485,For Men L´Occitan,L'Occitane,25.56
3386460064118,51558,Jimmy Choo Man,Jimmy Choo,71.68
3386460064149,51559,Jimmy Choo Man,Jimmy Choo,48.99
86100013737,51624,Lipfinity Lip Colour,Max Factor,12.83
86100016080,51627,Lipfinity Lip Colour,Max Factor,12.61
86100018091,51637,Lipfinity Lip Colour,Max Factor,12.89
86100016264,51638,Lipfinity Lip Colour,Max Factor,12.65
86100013782,51642,Lipfinity Lip Colour,Max Factor,12.95
86100013799,51644,Lipfinity Lip Colour,Max Factor,12.87
86100013812,51646,Lipfinity Lip Colour,Max Factor,12.87
8426017027939,51796,Esencia Loewe,Loewe,93.2
50681686,51953,2000 Calorie Dramatic Volume,Max Factor,10.18
8594060894164,52169,Pharma Antibacterial,Lactacyd,11.72
8594060894140,52176,Pharma,Lactacyd,11.13
949121,52179,Nail Lacquer,OPI,10.22
3700101300661,52268,Homme,Mauboussin,30.02
3600540305381,52347,Ambre Solaire,Garnier,14.99
8015150153300,52382,Tecnico,Collistar,26.55
3423478925656,52397,For Her,Narciso Rodriguez,81.42
8015150292504,52466,Sublime Oil Sublime Drops 5in1,Collistar,28.61
20714732202,52477,Turnaround Overnight Revitalizing Moisturizer,Clinique,62.41
602004039200,52483,They´re Real!,Benefit,44.93
3574660538434,52546,Allergy Sun Sensitive Skin Lotion  SPF50,PIZ BUIN,23.07
4973167962022,52643,Cellular Performance Essence,Sensai,92.55
42239536,52729,Lip Balm,Dr. Hauschka,14.04
3145891433500,52779,Le Lift Creme Riche,Chanel,154.75
633911689363,52839,CHI Magnified Volume,Farouk Systems,17.62
633911743850,52848,CHI 44 Iron Guard Style & Stay,Farouk Systems,16.18
633911740613,52864,Biosilk Color Therapy Cool Blonde,Farouk Systems,14.59
633911730454,52865,Biosilk Color Therapy,Farouk Systems,13.7
633911731543,52884,Biosilk Volumizing Therapy Root Lift,Farouk Systems,13.76
5425017735861,52999,Prestige Legacy,Cuba,12.12
86100013614,53019,Lipfinity Lip Colour,Max Factor,12.81
86100013621,53023,Lipfinity Lip Colour,Max Factor,12.49
86100013676,53029,Lipfinity Lip Colour,Max Factor,12.95
5011321218727,53060,Masterpiece MAX,Max Factor,14.51
4045787299816,53113,Silhouette,Schwarzkopf Professional,12.91
3346470610798,53180,Orchidée Impériale The Longevity Concentrate,Guerlain,423.72
8411061784273,53284,King of Seduction,Antonio Banderas,30.18
85957787,53318,Mega Lashes,Dermacol,16.91
3760048795548,53406,Pour Lui in Black,Mauboussin,32.69
3760048792851,53407,Pour Lui,Mauboussin,33.2
3760048792387,53409,Mauboussin Rose Pour Elle,Mauboussin,32.59
85715710307,53417,Agent Provocateur,Agent Provocateur,50.97
737052824697,53422,Ice Touch Woman 2014,Mexx,16.18
4015600096205,53484,SP Sun UV Spray,Wella Professionals,19.01
3264680008313,53584,Prodigieux,NUXE,14.16
8595715327228,53598,Tommy,Tommy Hilfiger,30.51
8435137743223,53618,Infusion d´Iris Cedre,Prada,106.02
8435137742226,53621,Infusion De Fleur d´Oranger 2015,Prada,110.27
8595715427232,53649,Tommy Girl,Tommy Hilfiger,31.34
3386460032735,53776,Legend,Montblanc,23.19
96099285,53779,Facefinity Blush,Max Factor,10.32
96099292,53780,Facefinity Blush,Max Factor,10.79
96099315,53782,Facefinity Blush,Max Factor,10.41
5904277710806,53792,Sleek Line Repair,Stapiz,13.72
3605521992703,53828,Code,Giorgio Armani,165.1
22548354629,53834,White Luminous Gold,Michael Kors,70.05
4064666102702,53926,Elements Renewing Mask,Wella Professionals,33.88
737052872056,53997,Pour Homme,Dolce&Gabbana,92.7
3359998240002,54007,Creme Royale Yeux,Orlane,117.96
3359998210005,54010,Creme Royale Elixir Royal,Orlane,234.49
3145891433609,54069,Le Lift Firming Anti-Wrinkle Serum,Chanel,157.16
679602341127,54252,To Be The King,Police,32.47
3607349235192,54276,Total Age Correction Anti-Aging Eye Cream  SPF15,Lancaster,27.44
3414200542418,54281,Sun Beauty Tan Deepener Tinted Jelly,Lancaster,31.54
4052136006940,54572,Angel Eyes,Artdeco,17.66
8595744530149,54574,CK One,Calvin Klein,20.65
4052136005202,54606,Sensitive Fine Liner,Artdeco,12.77
7702018886364,54619,Venus Breeze,Gillette,18.85
86100013713,54670,Lipfinity Lip Colour,Max Factor,12.87
86100014345,54672,Lipfinity 24HRS,Max Factor,12.59
719346167062,54894,Viva La Juicy Noir,Juicy Couture,78.98
8015150274067,54925,Benessere Della Felicita,Collistar,35.4
8015150284080,54950,Men Multi-Active 24 hours,Collistar,20.08
3337871328795,54987,Liftactiv Supreme,Vichy,46.65
737052991009,55004,Life Is Now For Him,Mexx,15.92
737052993546,55059,Boss The Scent,HUGO BOSS,25.56
737052992785,55060,Boss The Scent,HUGO BOSS,22.83
737052978420,55114,Eau de Lacoste L.12.12 Blanc,Lacoste,20.26
773602337897,55147,Mineralize Blush,MAC,41.05
773602011728,55148,Studio Finish   SPF35,MAC,32.77
773602047864,55164,Studio Fix Powder Plus Foundation,MAC,47.48
773602010646,55165,Studio Fix,MAC,48.17
773602010509,55166,Studio Fix,MAC,48.45
3607342292338,55234,Homme,David Beckham,14.37
747930033370,55361,The Moisturizing Soft Cream,La Mer,326.44
8015150292528,55535,Sublime Oil Mask 5in1,Collistar,23.25
8015150251891,55546,Pure Actives Collagen + Hyaluronic Acid Bust,Collistar,40.99
8015150292511,55548,Sublime Oil Shampoo 5in1,Collistar,17.03
8015150250887,55553,Special Perfect Body Anti Water Talasso Scrub,Collistar,41.48
8015150251723,55554,Special Perfect Body Firming Talasso Scrub,Collistar,41.66
8015150153706,55558,Shock,Collistar,24.37
8015150119696,55608,Professional Kartell,Collistar,14.3
5029066056207,55658,Matte Fix Oil Control Spray,Makeup Revolution London,12.04
3473311853219,55671,So Intense,Sisley,66.73
3473311963109,55680,Soir d´Orient,Sisley,165.56
5904277710882,55777,Sleek Line Blond,Stapiz,13.33
5904277710851,55779,Sleek Line Volume,Stapiz,13.09
8411061791691,55800,The Golden Secret,Antonio Banderas,39.64
737052769110,55810,Absolute Man,Bruno Banani,22.47
3386460066082,55839,Quatre,Boucheron,52.51
633911729007,55926,Biosilk Volumizing Therapy,Farouk Systems,13.66
4015600133900,55927,SP After Sun,Wella Professionals,23.05
4008666205506,55975,Hypo-Sensitive,Alpecin,14.55
4008666213327,55976,Tuning Shampoo,Alpecin,16.61
8432225050584,56048,Equave Kids,Revlon Professional,12.89
20714996970,56063,Quickliner For Eyes,Clinique,30.14
737052992860,56173,Boss The Scent,HUGO BOSS,25.64
8595562210650,56339,Amber & Roses,MANCERA,104.03
3346470416109,56465,Terracotta Skin,Guerlain,45.06
3607343820318,56490,Katy Perry´s Mad Potion,Katy Perry,28.1
3607343820264,56491,Katy Perry´s Mad Potion,Katy Perry,19.34
85715321619,56492,Double Dare,GUESS,33.92
3614220770611,56502,Beyond,David Beckham,16.2
3614220770697,56503,Beyond,David Beckham,19.98
3614220834405,56516,Double Dare,GUESS,26.14
3607343820219,56517,Katy Perry´s Mad Potion,Katy Perry,14.77
3253581286807,56536,Shea Butter,L'Occitane,14.02
5410076971794,56548,Facefinity All Day Flawless  SPF20,Max Factor,14.02
3346132600013,56550,Le Jardin de Monsieur Li,Hermes,115.58
85954977,56557,Make-Up Cover SPF30,Dermacol,23.5
3600531199081,56627,The Nudes Eyeshadow Palette,Maybelline,17.05
737052755250,56825,Man,Bruno Banani,22.18
3600530427505,56834,Affinitone,Maybelline,13.6
3349668528653,56953,Olympéa,Paco Rabanne,80.31
3346470611245,56971,Eau De Beauté Pure Radiance Cleanser,Guerlain,40.75
3346470611191,56974,Beauté Des Yeux Pure Radiance Cleanser,Guerlain,36.0
3348901250153,56988,Sauvage,Christian Dior,111.43
3348901250146,56989,Sauvage,Christian Dior,148.35
737052998886,57004,Joyful Moments,ESCADA,33.94
5904277710554,57249,Sleek Line Silk,Stapiz,13.27
5904277710226,57252,Sleek Line Repair 2 Phases Conditioner,Stapiz,9.92
5904277710202,57253,Sleek Line Thermal Protection,Stapiz,10.28
5904277710561,57255,Basic Salon Latte,Stapiz,10.49
5904277710585,57256,Basic Salon Placenta,Stapiz,10.51
5904277710943,57266,Keratin Code,Stapiz,13.66
5904277710653,57275,Argan De Moist & Care,Stapiz,10.59
5904277710677,57277,Argan De Moist & Care,Stapiz,13.29
5904277710974,57286,Keratin Code,Stapiz,11.19
857151630354,57371,Fierce,Abercrombie & Fitch,106.98
8595562206844,57524,HydraQuench Tinted Moisturizer  SPF15,Clarins,24.33
8030203030131,57537,Acqua Sea Orange And Berries,Frais Monde,13.27
8411061779521,57541,The Secret,Antonio Banderas,38.23
8595562206639,57583,HydraQuench Tinted Moisturizer  SPF15,Clarins,25.09
3414200380027,57672,Skin Essentials Softening Perfecting Toner,Lancaster,20.04
8015150218139,57704,Pure Actives Glycolic Acid Perfect Skin Peeling,Collistar,43.72
8015150284066,57712,Men After-Shave Repair Balm,Collistar,36.49
8015150284295,57714,Men 3in1,Collistar,23.07
309974677042,57804,Colorstay Normal Dry Skin  SPF20,Revlon,11.6
309972317032,57836,Photoready Eye Primer + Brightener,Revlon,12.93
3052503261515,57925,Rouge Edition Velvet,BOURJOIS Paris,10.45
5201314047742,57967,Red Code,STR8,12.63
5998889512088,57973,Lab 35 Duo-Phase Detangling,Kallos Cosmetics,10.34
8015150159616,58271,Infinito,Collistar,27.66
3423478806054,58283,For Him Bleu Noir,Narciso Rodriguez,98.58
3390150555114,58309,Suprême Jeunesse Le Jour,PAYOT,85.18
3390150555121,58310,Suprême Jeunesse Nuit,PAYOT,85.18
3145891264401,58382,Chance,Chanel,102.05
3600520772028,58391,True Match,L'Oréal Paris,16.2
4015600112684,58402,SP Deep Cleanser,Wella Professionals,30.83
27131017752,58567,Youth Dew,Estée Lauder,65.04
8030203032265,58743,Cassis And White Musk,Frais Monde,13.25
8030203036553,58748,Lily Of The Valley,Frais Monde,13.21
8011003809349,58773,Eros,Versace,40.09
6009803459019,58833,PurCellin Oil,Bi-Oil,18.2
619098000894,58973,Classic,Travalo,16.63
619098000863,58977,Classic,Travalo,16.53
619098000924,58978,Classic,Travalo,16.65
619098000832,58979,Classic,Travalo,16.35
851325002251,58995,Natural Oil Healing Oil Spray,Macadamia Professional,22.85
5060103310241,59138,Molecule 03,Escentric Molecules,75.79
5060103310258,59150,Escentric 03,Escentric Molecules,75.79
3386460066204,59252,Lady Emblem,Montblanc,49.42
3473311853318,59391,So Curl,Sisley,64.35
85805188016,59421,Green Tea Cucumber,Elizabeth Arden,18.18
3614220080659,59425,Horizon,Davidoff,27.94
3337872412516,59434,Effaclar Micellar Water Ultra Oily Skin,La Roche-Posay,28.57
729238110090,59457,MEN Total Revitalizer,Shiseido,61.54
85715163042,59519,Fierce,Abercrombie & Fitch,134.33
8590031096780,59619,3D Hyaluron Therapy Refreshing Eye Mask,Dermacol,13.38
633911747391,59720,Biosilk Silk Therapy Shine On Spray,Farouk Systems,15.44
4019674041338,59725,High Definition Loose Powder,Artdeco,20.91
5029066059987,59789,Ultra Contour Palette,Makeup Revolution London,15.8
5029066026460,59790,Blush Palette,Makeup Revolution London,12.04
4005900167019,59882,Q10 Power Anti-Wrinkle + Firming  SPF30,Nivea,16.71
9005800263809,59999,Baby,Nivea,9.92
3346470610941,60022,Abeille Royale Daily Repair,Guerlain,99.48
309974667098,60227,Colorstay Combination Oily Skin  SPF15,Revlon,12.2
783320515200,60244,Omnia Paraiba,Bvlgari,38.21
783320515217,60245,Omnia Paraiba,Bvlgari,37.48
5029066060129,60326,New-Trals vs Neutrals Palette,Makeup Revolution London,13.46
3390150553172,60402,Nutricia Nourishing And Restructing Cream,PAYOT,48.21
3390150559297,60403,Hydra 24+ Crème Glacée,PAYOT,52.17
3390150559310,60404,Hydra 24+ Super Hydrating Comforting Mask,PAYOT,23.44
615908427585,60507,Catwalk Fashionista Brunette,Tigi,13.23
3386460071987,60545,Collection Extraordinaire Ambre Impérial,Van Cleef & Arpels,104.35
737052769080,60687,Absolute Man,Bruno Banani,15.36
737052769240,60693,Absolute Man,Bruno Banani,17.84
737052274584,60698,Made For Men,Bruno Banani,11.31
8005610326603,60707,Woman,Bruno Banani,11.01
873509017196,60786,Caviar Anti-Aging Perfect Iron Spray,Alterna,31.2
737052854922,60851,Miss Gabriela Night,Gabriela Sabatini,19.98
737052854885,60852,Miss Gabriela Night,Gabriela Sabatini,17.29
737052720692,60853,Miss Gabriela,Gabriela Sabatini,15.42
4052136031454,61094,High Definition,Artdeco,31.05
737052824758,61136,Ice Touch Man 2014,Mexx,13.8
4052136041873,61195,Brushes The Round Eyeshadow Brush,Artdeco,12.77
4019674250013,61244,Long Lasting Liquid Liner,Artdeco,13.94
8002135114524,61269,Precious Purple,Sergio Tacchini,21.82
4019674406656,61342,Pure Minerals Hydra Mineral Powder Foundation,Artdeco,25.88
4019674407608,61343,Pure Minerals Mineral Compact Powder Refill,Artdeco,18.49
4019674407653,61345,Pure Minerals Hydra Mineral Compact Foundation Refill,Artdeco,18.55
4001638086561,61397,Men,Weleda,17.72
4052136005660,61421,Skin Perfecting,Artdeco,22.35
4001638095594,61426,Oat,Weleda,17.98
4052136039429,61442,Supreme Volume,Artdeco,18.55
4001638097079,61443,Citrus,Weleda,18.39
4001638093668,61448,Arnica Sports,Weleda,13.44
5060092027939,61459,Phenomenal 2-3 Week Tan Mousse,Vita Liberata,18.75
3337871324582,61508,Deodorant No White Marks & Yellow Stains  48h,Vichy,18.16
6001159113096,61522,PurCellin Oil,Bi-Oil,11.64
7640126190686,61551,Crystal Repair & Whitening,Swissdent,16.39
27131934998,61649,Double Wear Stay In Place  SPF10,Estée Lauder,57.76
3346132600044,61800,Le Jardin de Monsieur Li,Hermes,101.91
3264680009259,61920,Nuxuriance Ultra Replenishing Rich Cream,NUXE,50.85
3264680009273,61922,Nuxuriance Ultra Replenishing Serum,NUXE,52.31
3600522862475,61927,True Match Super-Blendable Foundation,L'Oréal Paris,17.92
3600522862390,61928,True Match Super-Blendable Foundation,L'Oréal Paris,17.92
3600520457833,61929,True Match Super-Blendable Foundation,L'Oréal Paris,18.12
3600520469683,61930,True Match Super-Blendable Foundation,L'Oréal Paris,18.14
3346470417175,61934,KissKiss,Guerlain,38.37
5028197887995,61978,Almond,The Body Shop,10.38
85715320445,62015,Seductive Homme Blue,GUESS,21.42
4001638086004,62427,Almond,Weleda,22.73
3600522862550,62489,True Match Super-Blendable Foundation,L'Oréal Paris,18.04
4001638098250,62552,Lavender Relaxing Bath Milk,Weleda,26.08
4001638088312,62554,Birch,Weleda,15.4
5425017734154,62594,Gold,Cuba,14.18
4001638088039,62602,Birch Cellulite Oil,Weleda,27.96
8020762004711,62690,Wonder,Gestil,11.72
4001638099226,62731,Arnica Massage Oil,Weleda,17.56
4001638099295,62732,Calendula Massage Oil,Weleda,17.68
3264680006920,62894,Body Care Relaxing Fragrant Water,NUXE,28.16
896364002350,62985,Hair Perfector No. 3,Olaplex,38.06
3600531320065,63085,Lash Sensational Luscious,Maybelline,13.25
3600522774570,63136,True Match Le Blush,L'Oréal Paris,14.49
3600521627426,63138,True Match Le Blush,L'Oréal Paris,14.45
3600522862437,63147,True Match Super-Blendable Foundation,L'Oréal Paris,17.92
729238114784,63225,Perfect,Shiseido,47.7
20714235826,63404,Blushing Blush,Clinique,43.52
20714235871,63410,Blushing Blush,Clinique,44.69
27131240501,63423,Bronze Goddess,Estée Lauder,56.21
8030203034368,63690,Caver,Frais Monde,13.21
3605970859299,63952,Polo Blue,Ralph Lauren,76.27
719346186551,64176,Viva la Juicy Gold Couture,Juicy Couture,75.6
719346192118,64178,I Am Juicy Couture,Juicy Couture,86.15
98691047695,64179,Viva La Juicy,Juicy Couture,53.24
719346167079,64180,Viva La Juicy Noir,Juicy Couture,56.59
719346628365,64182,Viva La Juicy Rose,Juicy Couture,76.27
85805544829,64185,Green Tea Nectarine Blossom,Elizabeth Arden,17.29
3346470419919,64234,KissKiss Roselip,Guerlain,38.37
3346470417229,64237,KissKiss,Guerlain,38.37
3346470417342,64240,KissKiss,Guerlain,38.37
5060426150678,64471,Lovely,Sarah Jessica Parker,43.66
730870171547,64545,Pop,Stella McCartney,41.14
689304055314,64604,Clear Brow Gel,Anastasia Beverly Hills,42.13
4045787314984,64680,Osis+ Play Tough,Schwarzkopf Professional,12.36
4045787314861,64685,Osis+ Whipped Wax,Schwarzkopf Professional,14.22
4045787314700,64687,Osis+ Flexwax,Schwarzkopf Professional,13.56
4045787314762,64692,Osis+ Mighty Matte,Schwarzkopf Professional,13.62
3770000002775,64757,Not A Perfume,Juliette Has A Gun,101.91
4045787314090,64786,Osis+,Schwarzkopf Professional,21.68
3386460074872,64801,Legend Spirit,Montblanc,22.06
3600531230906,64884,Lash Sensational,Maybelline,13.25
3600531143657,64885,Lash Sensational   Waterproof,Maybelline,14.16
615908427844,64911,Bed Head Fully Loaded,Tigi,13.68
615908427820,64912,Bed Head Fully Loaded,Tigi,10.75
4011700435227,65071,Original   Fluide,TABAC,15.17
768614112297,65321,Ultimune Power Infusing Concentrate,Shiseido,94.96
4084500587595,65429,Eimi Grip Cream,Wella Professionals,13.13
4084500586819,65434,Eimi Rugged Texture,Wella Professionals,14.18
4084500587175,65443,Eimi Sculpt Force,Wella Professionals,15.33
3770000002546,65530,Gentlewoman,Juliette Has A Gun,102.7
7702018852529,65563,Fusion5 Power,Gillette,40.0
3014260323240,65564,Mach3,Gillette,37.07
3346470420038,65580,KissKiss,Guerlain,38.37
3600550752410,65750,Anti-Imperfection,Mixa,12.49
85715163103,65762,First Instinct,Abercrombie & Fitch,50.65
3600521434765,65772,Préférence Récital,L'Oréal Paris,11.56
3600010014898,65775,Préférence Récital,L'Oréal Paris,12.93
3600521917541,65776,Préférence Récital,L'Oréal Paris,11.56
3600521334737,65783,Casting Creme Gloss,L'Oréal Paris,10.26
3600523029549,65784,Casting Creme Gloss,L'Oréal Paris,10.06
3600521367087,65797,Casting Creme Gloss,L'Oréal Paris,9.96
3600521334768,65798,Casting Creme Gloss,L'Oréal Paris,10.26
3600521831380,65801,Casting Creme Gloss Glossy Blonds,L'Oréal Paris,9.94
7640163971613,65872,Pace,Jaguar,27.13
3473311298102,66175,Neck Cream The Enriched Formula,Sisley,140.08
3473311415707,66176,Gentle Cleansing Gel,Sisley,89.56
3473311415806,66234,Tropical Resins Mattifying Moisturizing Skin Care,Sisley,91.9
3605522052826,66467,Bad,Diesel,54.91
8011003825738,66470,Pour Homme Dylan Blue,Versace,71.52
3390150559365,66658,Hydra 24+ Super Hydrating Comforting Mask,PAYOT,43.74
3390150553189,66659,Nutricia Nourishing And Restructing Cream,PAYOT,57.91
3145891265705,66693,Chance Eau Vive,Chanel,192.98
3348901321129,66698,Sauvage,Christian Dior,192.99
8011003825721,66721,Pour Homme Dylan Blue,Versace,50.77
8011003825745,66722,Pour Homme Dylan Blue,Versace,100.86
8011003826513,66724,Pour Homme Dylan Blue,Versace,39.05
3600521719947,66758,Hydra Specialist,L'Oréal Paris,10.97
3474636391165,66785,Mythic Oil Normal to Fine Hair Masque,L'Oréal Professionnel,23.84
7775562226269,66799,Repairwear,Clinique,63.26
8411061823514,67015,Good Girl,Carolina Herrera,100.8
8411061819838,67016,Good Girl,Carolina Herrera,103.1
8411061818961,67017,Good Girl,Carolina Herrera,139.89
3351500800933,67054,Sport,Porsche Design,34.79
3614222333050,67120,Beyond Forever,David Beckham,20.97
3614220833613,67124,Dare,GUESS,32.25
3614222147893,67132,Heat Seduction,Beyonce,19.86
737052260006,67173,Christina Aguilera by Night,Christina Aguilera,30.79
